GID_0,fueltype,CO2,CH4,N2O,units are tCO2e/ton (and tCO2e/MWh for electricity),,,,,,,
TCD,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
TCD,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
TCD,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
TCD,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
TCD,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
TCD,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
TGO,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
TGO,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
TGO,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
TGO,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
TGO,Electricity,1.020676729,0.008628769,0.000536566,,,,,,,,
TGO,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
TGO,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
TGO,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
TGO,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
TGO,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
TGO,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
THA,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
THA,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
THA,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
THA,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
THA,Electricity,0.372144520,0.042846877,0.002488702,,,,,,,,
THA,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
THA,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
THA,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
THA,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
THA,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
THA,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
TJK,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
TJK,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
TJK,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
TJK,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
TJK,Electricity,0.123724046,0.001247835,0.000101521,,,,,,,,
TJK,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
TJK,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
TJK,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
TJK,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
TJK,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
TJK,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
TKM,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
TKM,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
TKM,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
TKM,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
TKM,Electricity,0.759980708,0.000000000,0.000000000,,,,,,,,
TKM,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
TKM,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
TKM,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
TKM,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
TKM,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
TKM,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
TLS,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
TLS,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
TLS,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
TLS,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
TLS,Electricity,0.589213292,0.036844403,0.002557639,,,,,,,,
TLS,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
TLS,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
TLS,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
TLS,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
TLS,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
TLS,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
TZA,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
TZA,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
TZA,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
TZA,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
TZA,Electricity,0.000000000,0.024500030,0.001237470,,,,,,,,
TZA,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
TZA,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
TZA,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
TZA,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
TZA,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
TZA,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
UGA,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
UGA,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
UGA,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
UGA,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
UGA,Electricity,0.129454550,0.001812993,0.000113680,,,,,,,,
UGA,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
UGA,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
UGA,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
UGA,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
UGA,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
UGA,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
UZB,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
UZB,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
UZB,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
UZB,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
UZB,Electricity,0.508575836,0.032080454,0.001567832,,,,,,,,
UZB,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
UZB,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
UZB,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
UZB,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
UZB,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
UZB,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
VNM,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
VNM,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
VNM,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
VNM,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
VNM,Electricity,0.416172542,0.036090425,0.002468049,,,,,,,,
VNM,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
VNM,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
VNM,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
VNM,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
VNM,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
VNM,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
ZAF,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
ZAF,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
ZAF,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
ZAF,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
ZAF,Electricity,0.851701220,0.072631197,0.005894214,,,,,,,,
ZAF,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
ZAF,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
ZAF,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
ZAF,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
ZAF,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
ZAF,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
ZMB,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
ZMB,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
ZMB,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
ZMB,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
ZMB,Electricity,0.226460944,0.001097582,0.000069366,,,,,,,,
ZMB,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
ZMB,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
ZMB,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
ZMB,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
ZMB,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
ZMB,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
ZWE,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
ZWE,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
ZWE,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
ZWE,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
ZWE,Electricity,1.024943196,0.036835325,0.002986380,,,,,,,,
ZWE,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
ZWE,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
ZWE,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
ZWE,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
ZWE,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
ZWE,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
