Key*,LULC,rmax,rmaxSD,K,KSD,TOF
718,NorAfr_Subtropical steppe_Herbaceous wetland,0.69,0.62,7,0,0
719,NorAfr_Subtropical steppe_Closed forest deciduous broad leaf,0.13,0.12,37,0,0
720,NorAfr_Subtropical steppe_Closed forest mixed,0.17,0.15,29,0,0
721,NorAfr_Subtropical steppe_Closed forest undefined,0.23,0.21,21,5,0
722,NorAfr_Subtropical steppe_Open forest deciduous broad leaf,0.3,0.27,16,7,0
723,NorAfr_Subtropical steppe_Open forest mixed,0.48,0.43,10,3,0
724,NorAfr_Subtropical steppe_Open forest undefined,0.53,0.48,9,4,0
725,NorAfr_Subtropical steppe_Oceans seas,0,0,10,10,1
726,NorAfr_Subtropical mountain system_Shrubs,0.59,0.53,17,11,0
727,NorAfr_Subtropical mountain system_Herbaceous vegetation,0.67,0.6,15,14,0
728,NorAfr_Subtropical mountain system_Agriculture,1.67,1.5,6,23,0
729,NorAfr_Subtropical mountain system_Urban built up,0,0,2,2,1
730,NorAfr_Subtropical mountain system_Bare sparse vegetation,0,0,0.0033,0.0016,1
731,NorAfr_Subtropical mountain system_Permanent water bodies,0,0,10,10,1
732,NorAfr_Subtropical mountain system_Herbaceous wetland,0.42,0.38,24,0,0
733,NorAfr_Subtropical mountain system_Closed forest evergreen broad leaf,0.11,0.1,88,5,0
734,NorAfr_Subtropical mountain system_Closed forest deciduous broad leaf,0.1,0.09,100,9,0
735,NorAfr_Subtropical mountain system_Closed forest mixed,0.11,0.1,90,12,0
736,NorAfr_Subtropical mountain system_Closed forest undefined,0.12,0.1,86,11,0
737,NorAfr_Subtropical mountain system_Open forest deciduous broad leaf,0.26,0.24,38,12,0
738,NorAfr_Subtropical mountain system_Open forest mixed,0.33,0.3,30,13,0
739,NorAfr_Subtropical mountain system_Open forest undefined,0.26,0.23,39,14,0
740,OCEANIA_Tropical rainforest_Shrubs,0.09,0.1,155,42,0
741,OCEANIA_Tropical rainforest_Herbaceous vegetation,0.1,0.11,140,45,0
742,OCEANIA_Tropical rainforest_Agriculture,0.07,0.08,198,52,0
743,OCEANIA_Tropical rainforest_Urban built up,0,0,2,2,1
744,OCEANIA_Tropical rainforest_Bare sparse vegetation,0,0,1.7977,0.8988,1
745,OCEANIA_Tropical rainforest_Permanent water bodies,0,0,10,10,1
746,OCEANIA_Tropical rainforest_Herbaceous wetland,0.06,0.07,238,44,0
747,OCEANIA_Tropical rainforest_Closed forest evergreen broad leaf,0.04,0.04,378,31,0
748,OCEANIA_Tropical rainforest_Closed forest undefined,0.04,0.04,369,38,0
749,OCEANIA_Tropical rainforest_Open forest evergreen broad leaf,0.06,0.06,244,45,0
750,OCEANIA_Tropical rainforest_Open forest undefined,0.05,0.06,260,47,0
751,OCEANIA_Tropical rainforest_Oceans seas,0,0,10,10,1
752,OCEANIA_Tropical moist forest_Shrubs,0.08,0.01,116,6,0
753,OCEANIA_Tropical moist forest_Herbaceous vegetation,0.08,0.01,120,20,0
754,OCEANIA_Tropical moist forest_Agriculture,0.07,0.01,145,0,0
755,OCEANIA_Tropical moist forest_Urban built up,0,0,2,2,1
756,OCEANIA_Tropical moist forest_Permanent water bodies,0,0,10,10,1
757,OCEANIA_Tropical moist forest_Herbaceous wetland,0.06,0.01,149,34,0
758,OCEANIA_Tropical moist forest_Closed forest evergreen broad leaf,0.03,0,315,41,0
759,OCEANIA_Tropical moist forest_Closed forest undefined,0.04,0.01,230,23,0
760,OCEANIA_Tropical moist forest_Open forest evergreen broad leaf,0.06,0.01,159,32,0
761,OCEANIA_Tropical moist forest_Open forest undefined,0.06,0.01,159,33,0
762,OCEANIA_Tropical moist forest_Oceans seas,0,0,10,10,1
763,OCEANIA_Tropical dry forest_Shrubs,0.13,0.12,117,3,0
764,OCEANIA_Tropical dry forest_Herbaceous vegetation,0.14,0.13,111,18,0
765,OCEANIA_Tropical dry forest_Agriculture,0.14,0.13,109,0,0
766,OCEANIA_Tropical dry forest_Urban built up,0,0,2,2,1
767,OCEANIA_Tropical dry forest_Bare sparse vegetation,0,0,0.95,0.475,1
768,OCEANIA_Tropical dry forest_Permanent water bodies,0,0,10,10,1
769,OCEANIA_Tropical dry forest_Herbaceous wetland,0.11,0.1,139,16,0
770,OCEANIA_Tropical dry forest_Closed forest evergreen broad leaf,0.05,0.04,316,49,0
771,OCEANIA_Tropical dry forest_Closed forest undefined,0.11,0.1,140,36,0
772,OCEANIA_Tropical dry forest_Open forest evergreen broad leaf,0.11,0.1,141,43,0
773,OCEANIA_Tropical dry forest_Open forest undefined,0.12,0.1,135,25,0
774,OCEANIA_Tropical dry forest_Oceans seas,0,0,10,10,1
775,OCEANIA_Tropical mountain system_Shrubs,0.09,0,132,29,0
776,OCEANIA_Tropical mountain system_Herbaceous vegetation,0.08,0,151,48,0
777,OCEANIA_Tropical mountain system_Agriculture,0.11,0,107,0,0
778,OCEANIA_Tropical mountain system_Urban built up,0,0,2,2,1
779,OCEANIA_Tropical mountain system_Bare sparse vegetation,0,0,0.9583,0.4792,1
780,OCEANIA_Tropical mountain system_Permanent water bodies,0,0,10,10,1
781,OCEANIA_Tropical mountain system_Herbaceous wetland,0.03,0,352,30,0
782,OCEANIA_Tropical mountain system_Closed forest evergreen broad leaf,0.03,0,390,30,0
783,OCEANIA_Tropical mountain system_Closed forest undefined,0.03,0,398,31,0
784,OCEANIA_Tropical mountain system_Open forest evergreen broad leaf,0.06,0,189,40,0
785,OCEANIA_Tropical mountain system_Open forest undefined,0.04,0,288,44,0
